UniqueID,_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
346,6006f2d10a7214ad4c00008b,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-19 14:55:13,2021-01-19 14:55:13,2021-01-19 14:55:29,2021-01-19 14:55:31,2021-01-19 14:55:29,574.4,2021-01-18 00:00:00,14.0,FINISHED,30.57,6006f1c5e257127d5d9aedfb
347,600746ea0a720f05fa00001b,27.0,COMPLETE_PARTNER_RECEIPT,2021-01-19 20:54:02,2021-01-19 20:54:02,2021-01-19 20:54:02,2021-01-19 20:54:02,2021-01-19 20:54:02,50.6,2021-01-18 20:54:02,4.0,FINISHED,4.66,6007464b6e64691717e8c1f0
348,600746d90a7214ad89000015,5.0,All-receipts receipt bonus,2021-01-19 20:53:45,2021-01-19 20:53:45,2021-01-19 20:53:45,2021-01-19 20:53:45,2021-01-19 20:53:45,5.0,2021-01-18 20:53:45,4.0,FINISHED,4.66,6007464b6e64691717e8c1f0
349,600746c60a7214ad89000011,5.0,All-receipts receipt bonus,2021-01-19 20:53:26,2021-01-19 20:53:26,2021-01-19 20:53:27,2021-01-19 20:53:27,2021-01-19 20:53:27,5.0,2021-01-03 20:53:26,1.0,FINISHED,1.0,6007464b6e64691717e8c1f0
350,600746cd0a7214ad89000013,5.0,All-receipts receipt bonus,2021-01-19 20:53:33,2021-01-19 20:53:33,2021-01-19 20:53:33,2021-01-19 20:53:33,2021-01-19 20:53:33,5.0,2021-01-08 06:00:00,5.0,FINISHED,49.95,6007464b6e64691717e8c1f0
351,600742420a720f05fa000003,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-19 20:34:10,2021-01-19 20:34:10,2021-01-19 20:34:11,2021-01-19 20:34:11,2021-01-19 20:34:11,50.0,2021-01-18 20:34:10,1.0,FINISHED,1.0,54943462e4b07e684157a532
352,600746c90a7214ad89000012,5.0,All-receipts receipt bonus,2021-01-19 20:53:29,2021-01-19 20:53:29,2021-01-19 20:53:30,2021-01-19 20:53:30,2021-01-19 20:53:30,5.0,2021-01-16 06:00:00,5.0,FINISHED,49.95,6007464b6e64691717e8c1f0
353,600746c00a7214ad8900000f,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-19 20:53:20,2021-01-19 20:53:20,2021-01-19 20:53:20,2021-01-19 20:53:20,2021-01-19 20:53:20,300.0,2021-01-19 20:53:20,5.0,FINISHED,25.0,6007464b6e64691717e8c1f0
354,60074b8e0a7214ad8900002a,5.0,All-receipts receipt bonus,2021-01-19 21:13:50,2021-01-19 21:13:50,2021-01-19 21:13:52,2021-01-19 21:13:52,2021-01-19 21:13:52,5.0,2021-01-06 21:13:50,1.0,FINISHED,1.0,54943462e4b07e684157a532
355,60074b7d0a720f05fa000037,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-19 21:13:33,2021-01-19 21:13:33,2021-01-19 21:13:34,2021-01-19 21:13:34,2021-01-19 21:13:34,300.0,2021-01-18 21:13:33,9.0,FINISHED,89.91,60074b49325c8a1794623876
356,60074b9a0a7214ad89000030,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-19 21:14:02,2021-01-19 21:14:02,2021-01-19 21:14:02,2021-01-19 21:14:02,2021-01-19 21:14:02,750.0,2021-01-18 21:14:02,1.0,FINISHED,1.0,60074b996e64691717e8f11a
357,60074b960a7214ad8900002e,5.0,All-receipts receipt bonus,2021-01-19 21:13:58,2021-01-19 21:13:58,2021-01-19 21:13:59,2021-01-19 21:13:59,2021-01-19 21:13:59,5.0,2021-01-18 21:13:58,1.0,FINISHED,1.0,54943462e4b07e684157a532
358,600746e80a7214ad89000017,5.0,All-receipts receipt bonus,2021-01-19 20:54:00,2021-01-19 20:54:00,2021-01-19 20:54:01,2021-01-19 20:54:01,2021-01-19 20:54:01,5.0,2021-01-19 20:54:00,1.0,FINISHED,9.99,6007464b6e64691717e8c1f0
359,60074bc60a7214ad89000034,5.0,All-receipts receipt bonus,2021-01-19 21:14:46,2021-01-19 21:14:46,2021-01-19 21:14:47,2021-01-19 21:14:47,2021-01-19 21:14:47,5.0,2021-01-16 06:00:00,5.0,FINISHED,49.95,60074b49325c8a1794623876
360,60088a100a7214ad890000bd,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20 19:52:48,2021-01-20 19:52:48,2021-01-20 19:59:35,2021-01-20 20:00:38,2021-01-20 19:59:35,2055.5,2021-01-09 00:00:00,149.0,FINISHED,612.95,6008896c633aab121bb8e11d
361,60088d5d0a7214ad890000ed,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20 20:06:53,2021-01-20 20:06:53,2021-01-20 20:06:53,2021-01-20 20:06:58,2021-01-20 20:06:53,5850.0,2021-01-20 00:00:00,1.0,FINISHED,21.0,60088d5cb6310511daa4ee6f
362,600887560a720f05fa000098,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20 19:41:10,2021-01-20 19:41:10,2021-01-20 19:41:11,2021-01-20 19:41:11,2021-01-20 19:41:11,250.0,2021-02-20 19:41:10,1.0,FINISHED,1.0,6008873eb6310511daa4e8eb
363,60088a4e0a720f05fa0000da,5.0,All-receipts receipt bonus,2021-01-20 19:53:50,2021-01-20 19:53:50,2021-01-20 19:53:50,2021-01-20 19:53:55,2021-01-20 19:53:50,5.0,2021-01-20 00:00:00,1.0,FINISHED,20.0,60088a46b6310511daa4ec97
364,60088e7f0a720f05fa00011e,5.0,All-receipts receipt bonus,2021-01-20 20:11:43,2021-01-20 20:11:43,2021-01-20 20:11:45,2021-01-20 20:11:49,2021-01-20 20:11:44,5.0,2021-01-19 20:11:43,2.0,FINISHED,11.0,54943462e4b07e684157a532
365,60083ab50a7214ad89000049,5.0,All-receipts receipt bonus,2021-01-20 14:14:13,2021-01-20 14:14:13,2021-01-20 14:14:13,2021-01-20 14:14:13,2021-01-20 14:14:13,5.0,2021-01-20 14:14:13,1.0,FINISHED,9.99,60083a1e325c8a17946255de
366,60088a460a720f05fa0000d5,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20 19:53:42,2021-01-20 19:53:42,2021-01-20 19:53:44,2021-01-20 19:53:48,2021-01-20 19:53:44,4850.0,2021-01-20 00:00:00,3.0,FINISHED,28.0,60088a46b6310511daa4ec97
367,600841da0a7214ad89000051,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20 14:44:42,2021-01-20 14:44:42,2021-01-20 14:44:43,2021-01-20 14:44:43,2021-01-20 14:44:43,173.6,2021-01-19 14:44:42,4.0,FINISHED,4.66,6008412f6e64697abedcd5d5
368,60085ba90a720f05fa00006a,Null,Null,2021-01-20 16:34:49,2021-01-20 16:34:49,2021-01-20 16:34:50,2021-01-20 16:34:50,2021-01-20 16:34:50,250.0,2021-01-17 06:00:00,5.0,FINISHED,49.95,60085b3dbe5fc90ee6a67b11
369,6008878f0a7214ad8900007b,Null,Null,2021-01-20 19:42:07,2021-01-20 19:42:07,Null,2021-01-20 19:42:13,Null,Null,2017-10-30 00:00:00,3.0,REJECTED,3.0,6008873eb6310511daa4e8eb
370,6008625b0a7214ad89000063,Null,Null,2021-01-20 17:03:23,2021-01-20 17:03:23,2021-01-20 17:03:24,2021-01-20 17:03:24,2021-01-20 17:03:24,50.0,2021-01-19 17:03:23,1.0,FINISHED,9.99,600861d3be5fc9247bab3e0c
371,60088d920a720f05fa000109,Null,Null,2021-01-20 20:07:46,2021-01-20 20:07:46,Null,2021-01-20 20:07:47,Null,Null,2017-10-30 00:00:00,3.0,REJECTED,3.0,60088d55633aab121bb8e41a
372,600887ae0a7214ad8900008a,5.0,All-receipts receipt bonus,2021-01-20 19:42:38,2021-01-20 19:42:38,2021-01-20 19:42:38,2021-01-20 19:42:43,2021-01-20 19:42:38,5.0,2021-01-20 00:00:00,3.0,FINISHED,23.0,600887a5b6310511daa4e9a7
373,60088a490a720f05fa0000d6,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20 19:53:45,2021-01-20 19:53:45,2021-01-20 19:53:46,2021-01-20 19:53:50,2021-01-20 19:53:46,300.0,2021-01-20 00:00:00,3.0,FINISHED,28.0,60088a46b6310511daa4ec97
374,60088d580a7214ad890000eb,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20 20:06:48,2021-01-20 20:06:48,2021-01-20 20:06:49,2021-01-20 20:06:54,2021-01-20 20:06:49,9850.0,2021-01-20 00:00:00,7.0,FINISHED,26.0,60088d58633aab121bb8e424
375,600887770a7214ad89000075,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20 19:41:43,2021-01-20 19:41:43,2021-01-20 19:41:44,2021-01-20 19:41:44,2021-01-20 19:41:44,100.0,2021-01-13 00:00:00,1.0,FINISHED,10.0,6008873eb6310511daa4e8eb
376,60088a4d0a7214ad890000c7,5.0,All-receipts receipt bonus,2021-01-20 19:53:49,2021-01-20 19:53:49,2021-01-20 19:53:50,2021-01-20 19:53:54,2021-01-20 19:53:50,5.0,2021-01-20 00:00:00,3.0,FINISHED,22.0,60088a46b6310511daa4ec97
377,60088d600a7214ad890000ef,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20 20:06:56,2021-01-20 20:06:56,2021-01-20 20:06:56,2021-01-20 20:07:01,2021-01-20 20:06:56,150.0,2021-01-20 00:00:00,5.0,FINISHED,23.0,60088d5cb6310511daa4ee6f
378,6008888f0a720f05fa0000b5,5.0,All-receipts receipt bonus,2021-01-20 19:46:23,2021-01-20 19:46:23,2021-01-20 19:46:29,2021-01-20 19:46:29,2021-01-20 19:46:23,5.0,2021-01-19 19:46:23,2.0,FINISHED,1.0,60088838633aab121bb8df69
379,60088a670a720f05fa0000e0,5.0,All-receipts receipt bonus,2021-01-20 19:54:15,2021-01-20 19:54:15,2021-01-20 19:54:21,2021-01-20 19:54:21,2021-01-20 19:54:15,5.0,2021-01-19 19:54:15,2.0,FINISHED,1.0,60088a25b6310511daa4ec42
380,600788cd0a7214ad8900003a,21.0,COMPLETE_PARTNER_RECEIPT,2021-01-20 01:35:09,2021-01-20 01:35:09,2021-01-20 01:35:30,2021-01-20 01:35:32,2021-01-20 01:35:30,50.9,2021-01-19 00:00:00,1.0,FINISHED,2.99,5cd06f1f2acf0a2667da628b
381,60085bad0a720f05fa00006c,Null,Null,2021-01-20 16:34:53,2021-01-20 16:34:53,2021-01-20 16:34:53,2021-01-20 16:34:53,2021-01-20 16:34:53,250.0,2021-01-09 06:00:00,5.0,FINISHED,49.95,60085b3dbe5fc90ee6a67b11
382,60088e670a720f05fa00011d,5.0,All-receipts receipt bonus,2021-01-20 20:11:19,2021-01-20 20:11:19,2021-01-20 20:11:20,2021-01-20 20:11:20,2021-01-20 20:11:20,5.0,2021-01-19 20:11:19,1.0,FINISHED,1.0,54943462e4b07e684157a532
383,600887970a7214ad8900007c,Null,Null,2021-01-20 19:42:15,2021-01-20 19:42:15,Null,2021-01-20 19:42:15,Null,Null,Null,Null,SUBMITTED,Null,6008873eb6310511daa4e8eb
384,60088a4a0a7214ad890000c5,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20 19:53:46,2021-01-20 19:53:46,2021-01-20 19:53:46,2021-01-20 19:53:51,2021-01-20 19:53:46,150.0,2021-01-20 00:00:00,4.0,FINISHED,29.0,60088a46b6310511daa4ec97
385,600862490a720f05fa000072,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20 17:03:05,2021-01-20 17:03:05,2021-01-20 17:03:06,2021-01-20 17:03:06,2021-01-20 17:03:06,350.0,2021-01-05 00:00:00,10.0,FINISHED,10.0,600861d3be5fc9247bab3e0c
386,60088af80a7214ad890000d6,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20 19:56:40,2021-01-20 19:56:40,2021-01-20 19:56:40,2021-01-20 19:56:45,2021-01-20 19:56:40,2300.0,2021-01-20 00:00:00,3.0,FINISHED,20.0,60088af5633aab121bb8e31b
387,60088d5f0a720f05fa0000fc,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20 20:06:55,2021-01-20 20:06:55,2021-01-20 20:06:56,2021-01-20 20:07:00,2021-01-20 20:06:56,300.0,2021-01-20 00:00:00,1.0,FINISHED,25.0,60088d5cb6310511daa4ee6f
388,600862530a720f05fa000074,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-20 17:03:15,2021-01-20 17:03:15,2021-01-20 17:03:15,2021-01-20 17:03:15,2021-01-20 17:03:15,100.0,2021-01-19 17:03:14,9.0,FINISHED,89.91,600861d3be5fc9247bab3e0c
389,60088aff0a7214ad890000da,5.0,All-receipts receipt bonus,2021-01-20 19:56:47,2021-01-20 19:56:47,Null,2021-01-20 19:56:52,Null,5.0,2021-01-20 00:00:00,1.0,REJECTED,10.0,60088aff633aab121bb8e33d
390,6008f2be0a720f05fa000129,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 03:19:26,2021-01-21 03:19:26,2021-01-21 03:20:00,2021-01-21 03:20:09,2021-01-21 03:20:00,673.0,2021-01-20 00:00:00,13.0,FINISHED,40.37,6008f02fb6310511daa4f314
391,6009f5ea0a7214ada2000004,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 21:45:14,2021-01-21 21:45:14,2021-01-21 21:46:05,2021-01-21 21:46:16,2021-01-21 21:46:05,405.9,2021-01-21 00:00:00,32.0,FINISHED,163.94,6009e60450b3311194385009
392,6008ee0e0a7214ad89000125,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 02:59:26,2021-01-21 02:59:26,2021-01-21 02:59:58,2021-01-21 03:00:00,2021-01-21 02:59:58,760.0,2021-01-20 00:00:00,7.0,FINISHED,32.42,6008e9cdb6310511daa4f2e4
393,6009889f0a7214ad89000133,5.0,All-receipts receipt bonus,2021-01-21 13:58:55,2021-01-21 13:58:55,2021-01-21 13:58:56,2021-01-21 13:58:56,2021-01-21 13:58:56,5.0,2021-01-18 06:00:00,5.0,FINISHED,49.95,600987d77d983a11f63cfa92
394,6009f9000a7214ada2000005,Null,Null,2021-01-21 21:58:24,2021-01-21 21:58:24,Null,2021-01-21 21:58:24,Null,Null,Null,Null,SUBMITTED,Null,6009f6927d983a124e9adaad
395,600988a30a720f05fa000132,5.0,All-receipts receipt bonus,2021-01-21 13:58:59,2021-01-21 13:58:59,2021-01-21 13:58:59,2021-01-21 13:58:59,2021-01-21 13:58:59,5.0,2021-01-10 06:00:00,5.0,FINISHED,49.95,600987d77d983a11f63cfa92
396,6009eb000a7214ada2000003,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 20:58:40,2021-01-21 20:58:40,2021-01-21 20:59:06,2021-01-21 20:59:15,2021-01-21 20:59:06,250.0,2021-01-21 00:00:00,0.0,FINISHED,0.0,6009e60450b3311194385009
397,600992f90a720f05fa000133,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 14:43:05,2021-01-21 14:43:05,2021-01-21 14:52:09,2021-01-21 14:54:36,2021-01-21 14:52:09,2143.3,2021-01-21 00:00:00,118.0,FINISHED,349.16,600992d17d983a11f63d11ad
398,6009f5200a720f0535000005,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 21:41:52,2021-01-21 21:41:52,2021-01-21 21:42:18,2021-01-21 21:42:31,2021-01-21 21:42:18,300.0,2021-01-21 00:00:00,7.0,FINISHED,80.46,6009e60450b3311194385009
399,600988820a7214ad8900012b,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 13:58:26,2021-01-21 13:58:26,2021-01-21 13:58:27,2021-01-21 13:58:27,2021-01-21 13:58:27,300.0,2021-01-06 00:00:00,10.0,FINISHED,10.0,600987d77d983a11f63cfa92
400,600988560a7214ad89000127,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-21 13:57:42,2021-01-21 13:57:42,2021-01-21 13:57:43,2021-01-21 13:57:43,2021-01-21 13:57:43,1550.0,2021-01-20 13:57:42,1.0,FINISHED,1.0,54943462e4b07e684157a532
401,6009889a0a720f05fa00012f,Null,Null,2021-01-21 13:58:50,2021-01-21 13:58:50,2021-01-21 13:58:50,2021-01-21 13:58:50,2021-01-21 13:58:50,125.0,2021-01-18 06:00:00,5.0,FINISHED,25.0,600987d77d983a11f63cfa92
402,6008f09d0a720f05fa000128,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 03:10:21,2021-01-21 03:10:21,2021-01-21 03:16:28,2021-01-21 03:17:20,2021-01-21 03:16:28,986.5,2021-01-20 00:00:00,14.0,FINISHED,58.76,6008f02fb6310511daa4f314
403,6009885a0a7214ad89000129,45.0,COMPLETE_PARTNER_RECEIPT,2021-01-21 13:57:46,2021-01-21 13:57:46,2021-01-21 13:57:47,2021-01-21 13:57:47,2021-01-21 13:57:47,50.0,2021-01-20 13:57:46,1.0,FINISHED,1.0,54943462e4b07e684157a532
404,600988980a7214ad89000130,5.0,All-receipts receipt bonus,2021-01-21 13:58:48,2021-01-21 13:58:48,2021-01-21 13:58:48,2021-01-21 13:58:48,2021-01-21 13:58:48,5.0,2021-01-20 13:58:48,1.0,FINISHED,10.0,600987d77d983a11f63cfa92
405,600988900a7214ad8900012e,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 13:58:40,2021-01-21 13:58:40,2021-01-21 13:58:41,2021-01-21 13:58:41,2021-01-21 13:58:41,100.0,2021-01-21 13:58:40,1.0,FINISHED,9.99,600987d77d983a11f63cfa92
406,6009a0b90a7214ada2000001,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 15:41:45,2021-01-21 15:41:45,2021-01-21 15:42:10,2021-01-21 15:42:23,2021-01-21 15:42:10,583.4,2021-01-21 00:00:00,10.0,FINISHED,28.34,60099c1450b33111fd61f702
407,60099c3c0a7214ad89000135,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 15:22:36,2021-01-21 15:22:36,2021-01-21 15:28:37,2021-01-21 15:31:10,2021-01-21 15:28:37,4480.5,2021-01-21 00:00:00,341.0,FINISHED,1083.24,60099c1450b33111fd61f702
408,6008f3270a720f05fa00012a,Null,Null,2021-01-21 03:21:11,2021-01-21 03:21:11,Null,2021-01-21 03:21:54,Null,Null,Null,1.0,FLAGGED,0.16,6008f02fb6310511daa4f314
409,6009e72c0a720f0535000003,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 20:42:20,2021-01-21 20:42:20,2021-01-21 20:47:42,2021-01-21 20:49:51,2021-01-21 20:47:42,3379.9,2021-01-21 00:00:00,229.0,FINISHED,728.73,6009e60450b3311194385009
410,600988a10a720f05fa000131,Null,Null,2021-01-21 13:58:57,2021-01-21 13:58:57,2021-01-21 13:58:58,2021-01-21 13:58:58,2021-01-21 13:58:58,250.0,2021-01-18 06:00:00,5.0,FINISHED,49.95,600987d77d983a11f63cfa92
411,6009fd790a720f0535000006,Null,Null,2021-01-21 22:17:29,2021-01-21 22:17:29,Null,2021-01-21 22:17:29,Null,Null,Null,Null,SUBMITTED,Null,6009fd1550b33111943850b1
412,600988870a7214ad8900012c,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 13:58:31,2021-01-21 13:58:31,2021-01-21 13:58:32,2021-01-21 13:58:32,2021-01-21 13:58:32,323.6,2021-01-20 13:58:31,4.0,FINISHED,4.66,600987d77d983a11f63cfa92
413,6009889e0a720f05fa000130,5.0,All-receipts receipt bonus,2021-01-21 13:58:54,2021-01-21 13:58:54,2021-01-21 13:58:54,2021-01-21 13:58:54,2021-01-21 13:58:54,5.0,2021-01-20 13:58:54,1.0,FINISHED,1.0,600987d77d983a11f63cfa92
414,600988480a720f05fa00012b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 13:57:28,2021-01-21 13:57:28,2021-01-21 13:57:30,2021-01-21 13:57:30,2021-01-21 13:57:30,750.0,2021-01-16 06:00:00,5.0,FINISHED,49.95,600987d77d983a11f63cfa92
415,6009885c0a7214ad8900012a,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 13:57:48,2021-01-21 13:57:48,2021-01-21 13:57:49,2021-01-21 13:57:49,2021-01-21 13:57:49,750.0,2021-01-20 13:57:48,1.0,FINISHED,1.0,6009885c50b33111fd61eee9
416,600988550a720f05fa00012e,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 13:57:41,2021-01-21 13:57:41,2021-01-21 13:57:41,2021-01-21 13:57:41,2021-01-21 13:57:41,750.0,2021-01-20 13:57:41,1.0,FINISHED,1.0,600988557d983a11f63d08ef
417,600988510a720f05fa00012c,5.0,All-receipts receipt bonus,2021-01-21 13:57:37,2021-01-21 13:57:37,2021-01-21 13:57:38,2021-01-21 13:57:38,2021-01-21 13:57:38,5.0,2021-01-08 13:57:37,1.0,FINISHED,1.0,54943462e4b07e684157a532
418,6008ea160a720f05fa000126,Null,Null,2021-01-21 02:42:30,2021-01-21 02:42:30,Null,2021-01-21 02:42:30,Null,Null,Null,Null,SUBMITTED,Null,6008e9cdb6310511daa4f2e4
419,600996ac0a720f05fa000134,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-21 14:58:52,2021-01-21 14:58:52,2021-01-21 15:11:25,2021-01-21 15:16:08,2021-01-21 15:11:25,6257.3,2021-01-17 00:00:00,348.0,FINISHED,1198.68,6009969150b33111fd61f6d9
420,600b34ca0a7214ada200000c,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 20:25:46,2021-01-22 20:25:46,2021-01-22 20:35:47,2021-01-22 20:37:21,2021-01-22 20:35:47,750.0,2021-01-22 00:00:00,157.0,FINISHED,816.21,600b349550b3311194385600
421,600b2dd60a7214ada200000b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 19:56:06,2021-01-22 19:56:06,2021-01-22 20:01:34,2021-01-22 20:03:50,2021-01-22 20:01:34,2497.7,2021-01-22 00:00:00,109.0,FINISHED,409.75,600b2d7a50b33111943855cb
422,600affe60a7214ada2000009,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 16:40:06,2021-01-22 16:40:06,2021-01-22 16:40:22,2021-01-22 16:40:32,2021-01-22 16:40:22,250.0,2021-01-22 00:00:00,21.0,FINISHED,83.85,600afb2a7d983a124e9aded0
423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
424,600aff160a720f053500000c,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 16:36:38,2021-01-22 16:36:38,2021-01-22 16:37:01,2021-01-22 16:37:13,2021-01-22 16:37:01,500.0,2021-01-22 00:00:00,0.0,FINISHED,0.0,600afb2a7d983a124e9aded0
425,600afbd90a720f053500000b,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 16:22:49,2021-01-22 16:22:49,2021-01-22 16:30:46,2021-01-22 16:32:00,2021-01-22 16:30:46,1447.0,2021-01-15 00:00:00,122.0,FINISHED,769.4,600afb2a7d983a124e9aded0
426,600b420b0a7214ada200000d,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 21:22:19,2021-01-22 21:22:19,2021-01-22 21:32:17,2021-01-22 21:35:24,2021-01-22 21:32:17,1729.5,2021-01-22 00:00:00,133.0,FINISHED,661.41,600b41d050b3311194385655
427,600af82f0a720f053500000a,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 16:07:11,2021-01-22 16:07:11,2021-01-22 16:11:00,2021-01-22 16:12:14,2021-01-22 16:11:00,1476.2,2021-01-22 00:00:00,124.0,FINISHED,612.1,600af8097d983a124e9adeb3
428,600b39f60a720f053500000e,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 20:47:50,2021-01-22 20:47:50,2021-01-22 20:58:20,2021-01-22 21:00:33,2021-01-22 20:58:20,1708.0,2021-01-22 00:00:00,133.0,FINISHED,716.5,600b39ce50b331119438562a
429,600b139e0a7214ada200000a,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 18:04:13,2021-01-22 18:04:13,2021-01-22 18:14:47,2021-01-22 18:16:13,2021-01-22 18:14:47,1077.5,2021-01-22 00:00:00,159.0,FINISHED,935.14,600b00687d983a124e9adef9
430,600a1e270a720f0535000009,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:36:55,2021-01-22 00:36:55,2021-01-22 00:48:12,2021-01-22 00:49:55,2021-01-22 00:48:12,1135.1,2021-01-21 00:00:00,196.0,FINISHED,944.15,600a1ddf50b33111943851a2
431,600ba6ae0a7214ada2000010,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-23 04:31:42,2021-01-23 04:31:42,2021-01-23 04:39:28,2021-01-23 04:41:47,2021-01-23 04:39:28,1044.3,2021-01-22 00:00:00,136.0,FINISHED,1107.82,600ba68e7d983a124e9ae1d3
432,600b89630a720f0535000011,Null,Null,2021-01-23 02:26:43,2021-01-23 02:26:43,Null,2021-01-23 02:26:43,Null,Null,Null,Null,SUBMITTED,Null,600b477e7d983a124e9ae061
433,600f41f60a7214ada2000037,5.0,All-receipts receipt bonus,2021-01-25 22:11:02,2021-01-25 22:11:02,2021-01-25 22:11:03,2021-01-25 22:11:03,2021-01-25 22:11:03,5.0,2021-01-12 22:11:02,1.0,FINISHED,1.0,54943462e4b07e684157a532
